text,label
nebolo,0
Bohuzial,0
napady vzdy brilantne,0
charakter nachadza rozkroku,1
rf fajc pozadi foto pravo,0
Pan isiel,0
jeba ni odbornici,1
kedy rozpravali tymito vedcami nezamienali ministerstva nahodou,0
rekordne vela statusov,0
debil,1
vdaka vlade hanbim,1
nepozerajte konajte,0
oravci kloni pravy oravec nakopal hlavy blb,1
keby chcete niekto zoznam obmedzenych ludi,0
super,0
nevedel dat vlak kozou kurata,1
pozitivna myslou pozitivna viem,0
poslala tvoju fotku vyzerasnno pekne lakol svojej podoby,1
klobuk dole sefko,0
pornoherec,1
igor mongol capa spravili zahradnikom igina premierom,1
prveho,0
drzim palce,0
vieme urobil pokusnych kralikov premiera vlastneho rozumu idiota,1
vsetkom pravdu pan fico zastavte matovica zenie cele slovensky narod zahuby,1
stat bladu krizovyn stabom hygienu,0
uplne neschopny,1
liecenie zamalo,1
gratulujem jaje velka vec treba cas korony upriamit pozornost,0
stalo,0
zaujimat logiku,0
treba prelozitneviem pan premier zvladne sam,0
ok dalej pozitivne,0
vlada vyplod kanalizacie padne coskoro robit fasisti nevladli vlada pisobi prvy posledny krat,1
napady vzdy velmi vtipne zabavne rada,0
naser,1
tekvica rezoch,0
komediant hras poslednu tragikomediu,1
keby nebol covid hladali niektori dovody mohli spinit,1
super podarilo napriek neprajnikom pochybovacom,0
ide karta,0
Teresa stale nemas pokoj stale trapis nemozes pomoct,0
matovic dusevne chori clovek ide liecit trebars rakuska diktator nol hitler nacisto drbe,1
Malo ucit uzitocni Slovensko,0
velmi zvedava takych ozaj vela,0
zijem irsku plne media pisu zvladaju ludia skthanks and good luck,0
Dakujem vyhlasenie,0
pravda zvitazi ziadne kompromisy,0
honz zrejme tangace hlboko vrezane teraz zamestnava,1
chvalim dalej,0
cisto dobrovolna akciapriatelia slovenska,0
pi,1
nekupis,1
velmi pekny prejav konecne hodny premiera,0
slovaci konecne zobudit posluchat dementa matelka,1
,0
najprv narobis kokotiny ospravedlnis keby urobil druhy vykriujes sveta niekto zneuzil pravomoci matovic velke sklamanie hanba slovenska,1
nepocuvajte somarov,1
uzasna praca pysni,0
tesime drzime palce ideme korona slovakov pokorila nemci,0
blazon raz zodpovedat pojdes hajzlami,1
vcerajsku kavu robit konca zivota sam kazdej restike kaviarni nastia,1
skvely zmysel detail,0
potkan pojebany,1
hanba slovenska psychopat,1
ubohost prejavuje kazdom kroku stale,1
denniky nekupujem,0
cela situacia opat chaoticka cele vladnutie lava ruka nevie robi prava dakujem aspon spravnym postupom snazite ludom pomahat,0
hlupacia kupi,1
borisa dokym nepomoze slovensku nezrazi kolena buldozer oddychuje uzdravi,0
hodin rozhodli zavriet daju plat doma rok,0
blazon raz zodpovedat pojdes hajzlami,1
svinstvo momentalne zacat riesit debilne testovania dni ksrantena nepojdeme,1
dakujem vasu pracu stojime dakujeme,0
obycajny hajzel boji obycajnych ludi zneuziva moc podvodnik,1
boha,1
proste notoricky klamar manipulator,1
stotoznujem,0
spravne jedine kosa noviny podkurenie nemaju,0
dlho nezujima myslis nemas mysliet,1
viem kokot,1
normalne cakam kedy date povolenie odstrel,1
viete keby hlupost nadnasala,1
super akurat,0
vzor,0
cely nudzovy stav ludia psychopata,1
dufam niekoho prekladanie zruda,1
igi pride rada,1
Myslim ludia urobili zatial uspech testovania ludia Slovaci panPremier Keby poskytli presnejsie informacie nervov vsetkych obcanov,0
huraaa igooor uzasny,0
ospravedlni ok mudrosrac vyvoleni podrzia keby nahodou,1
Ludiaaaa pan Premier sirupcii neurobil,0
clovek nema trocha zdraveho rozumu,1
dobre urobil igorko uplny lockdown sice neurobil nastolil dobrovolne testovanie psychopat,1
cau fico,0
individum ide kazat dobre ranko igorcino recov,1
hyenisticky zneuzivate smrt cloveka hanba,1
chlapce ozaj jebe ozaj vazne ostan doma neukazuj dement,1
pockame pretestovanie,0
pan premier fotit treba,0
niekto vyhral,0
ovecky kosiara olajno pozrite video,1
zasnem narodom slovenskym rokov fico trepal kazdej tlacovke sloovensku super dari ekonomika slape,1
,0
dobry material vybavil,0
dochodky nieto peniaze,0
igorko uplne chory vidim vies hrat najlepsie hru cislami,1
Chceli obvinit ludia nerozumeju demokracii nemaju lepsie,0
uzasny talent pisanie,0
ficis,1
pridem,0
verim,0
blbost jak mraky testovanie nehovorte date nazor odbornikov nemame konecne urobte ludi kludne zili,1
nikto nenasadil klapky oci vie skratka realne stihli,1
covid tupelo chces znicit predat imperialistom,1
Super sprava pan predseda vlady,0
drzime palce,0
uspechy hodne obdivu,0
zaciatku jasne,0
skvelu dovolenku manzelom,0
dam testovat ajtak viem kokot,1
super,0
dakujem stale isty,0
privela,0
prepacte retorika negativny vlastne pozitivny umoznene pohybovat vsade chodit prace potencionalny siritel vysledok negativny chore nepresnost testov upozornovali zase bludil vlastnych myslienkach tlieskam krat testy nehodite dunaja pan budaj povedal ekologicka zataz next time total lockdown,1
chybaju ludia,0
obes konecne,1
velmi motivujuci clovek,0
Vzdy potesi vidiet tvoju pracu,0
naco trapis ludi zavres doma debil,1
mlcanie jahniat,0
nevedia rypat vymyslia hluposti prestitucky hlupaci,1
matovic niekomu nadava idiotov vlastne kompliment,1
trapne,1
robite dobru pracu dakujem prajem vela silavsak trapi tyranie vsetkych obcanov ruskami rodinu problem cislo jeden prosim ziadam urgentne pomozte proti tyraniu myslim kypi zlc strach,1
uzasne kulturne obohatenie horsie jadrove palivo plutoniom,0
vyzerala ohava stretol ulici domom,1
bal kufre igor,1
priznaj chmulo,1
nevie,0
psychopat nemas kusok hanby,1
dajte testovanim svaty pokoj otestujte celu trnavu x,1
daval peniaze statne vrazdu kuciaka,1
nevyhnutne zartovat,0
hotovy debil,1
osoba fuc odtal,0
muru odjebat,1
kokota maske,1
vtip dna,0
hanbim nasu vladu ideme hrat nedospel,1
dnej cakat rade prva,0
rychlo dokazete zmiznut chudaci trapni,1
Vela energie,0
aspon policajt rozum,0
pomatena babkoherecka,1
Nezyvali spojencov mozne,0
mohli patentovat modnu znacku onetimenexttime,0
treba ukazat,0
spinavci,1
moralku nastavil zlodejom cele ruky don plodicom aspon tyzden madam troskova meni vzhlad raz cas pohlavie nebud zlodej plodic,1
urobili,0
nooolenze predtym stihol nakazit tolkych okolo iducich jednym smeromsup karanten,1
super ludia,0
strat babrak celou vladousasoved neuveritelne robite,1
paci,0
zamer,0
ovce vyjebany baran,1
Nechyvam prsty prechadzaju PPremierom vela,0
super,0
sama cierna huba sami neger,1
gratulujem vyhre pan super clovek myslim logiku takych nahodnych fotografii,0
Ludia zvlastnym stvorenim zaciatku zle,0
kolko,0
trapenie ukoncite nedate nijako nasilu robene tlacite mrtvoly zaujima,1
zapredany uboziaci,1
naj,0
slova daju pocuvate snami modlite dobrom svami nenechaj padnut slovensko kolena super,0
prajem klarke najlepie,0
vela sil prajem drz,0
zlodej skurveny,1
hrdy premiera vdaka nasadenie krajinu vela sil bojov pan matovic date,0
dost ubohe vodcu krajiny,1
aspon predlzila vychadzka vacsieho debila fakt svojom zivote nevidela obrazku ostuda naroda,1
konecne vystrcila rozky todova zle,1
penta atd gp dost trestnych oznameni,0
dobre,0
Plny suhlas zastavit,0
velmi drzim palce odvazne ludi furt,0
natiahnut koton hlavu,1
Rozumeli anglictine nabuduce stratit,0
opiciaren rozsahu milionov nedozvieme dokonca,1
nikdy nebude predtym,0
nakazali,0
cely zosraty fuj,1
politik argumenty spravnom mieste sefko,0
ides p debil,1
let slovensku,0
skym dohadoval fico velkych zlodejinach,1
coskoro dozivotnu karantenu,1
hodil dokaz,0
kar nahlavu udrety,1
odstup magor nejde ludi pofiderne testy debil,1
najlepsi minister,0
sere curak posluchat prezidentka nula nula zostanes,1
date otestovatci superimunny,0
basu istu davno,1
spravna cesta,0
uplne sklamali slovensky narod,1
daj pokoj dristami,1
Odmietnutie stiahnutia citim jediny vzacny clovek niekedy pekne pocuvat zaciatku radoval,0
Dajte Boha ludi obtazovali,0
chybny test debilitu nieje daj,1
kolko dostal cirkus predvazdas debilko kokotko,1
klames igor matovic,1
arogantna opozicia nikdy nebola klamali koalicii,1
super akcia,0
drzim palce pani prezidentka,0
nebojite presvedceny,0
kkt roka,1
hrdina majster svetatak spokojne odist zabudnutiaalebo chces pokracovat diktaturety premier,1
najlepsie prajem,0
poslednej chvili ustupili,0
fakt cert dlzny hanby fuj,1
polozkach Uhrovec posledne dobre,0
Prajem predsedu vladySte modlitbe,0
zebrak nenazrany skurveny,1
riesenie,0
klaun nedonoseny,1
ziadny dokaz skor naopak pozitivni teraz chori zabudli priratat zaujimave,0
gratulujem slovak narod podany posraty,1
blahozelam,0
konom zrazil matovic,1
brala stretnutie,0
drzim palce,0
idioti,1
daj rozum pane boze,1
kradnete robite hanbu okolo politiky neslo,1
ide prdele,1
jaaj kokos dobree vtomto case takto pekne vystizne vieme pobavit,0
chceeem,0
dalej islo perfektne,0
ukonceni testovania nedelu h trebalo zatlieskat vsetkym zdravotnikom,0
super,0
opatrna nadalej,1
saso podplaca keby pouzil love inak vypadalo ubohy clovek doplakal,1
neni fanda hejtovanie cenu trapne,1
dakujeme,0
daju konecne pokoj tahaju jak kone chcu plnili sny primitivov,1
stat,0
skvely,0
zorganizuj igorko paliciek nosa malo vedela otestovat mozgu trosku posturat,1
naozaj inspirativne,0
strat babrak celou vladousasoved neuveritelne robite,1
borisa,0
viem umysel dobry nastanu chyby,0
vyzera strasidlo maku,1
zrazu zabudnut,0
debil,1
kosicka lekarka podat vypoved vratit diplom nemusi povolanie hanbit,1
nevies konopy hadzes kokotiny,1
nazory rodiny nemozu testovat,0
verim zdravi rozum slusnych ludi,0
negramota sprosta neviem vyjadrit dement tupy fasista diktator bastard,1
fanusik,0
konecne ludom zacinaju otvarat oci dost neskoro predsa,0
Katolicka pumpa neodrezava,0
takto nadalej,0
us snim robte cvok,1
zas ciganis podvodnik vlasti zradca,1
stat otvorenost sucast,0
dobry premier ktoremu ide dobro krajiny,0
prispevky velmi zaujimave,0
ochudobnujete milu rodinku,0
blazna zbavit vtedy mohli,1
strc palec riti idiot,1
nenabadajte ludi neskorsi cas zajtra dlhe rady zajtra vecer,0
jednoducho obr kkt otec robil,1
skopirovanegratulujem matovic zacat malo zacalo bezpecne testovanie vrazil skoro oko vybilo mimochodom kvalitne teraz pulzuje ide super rozostupy vysetreni idu kinosaly super rozostupy,1
chory kokot daj liecit,1
realne slovensko,0
myslim nedostala flasku vypadala skromne dopriala pomohol,0
dieru hlave chuj,1
pani babkoherecka zase predstavila,1
meno super,0
rovnaky pozeraju obycajnych ludi seru hovna,1
kreativita nepozna hranic,0
skutocnost slovenskej urovne,0
oci bijuca hanba pol dna vyriesilinic,1
Dufam kosela nebola ukradnuta,0
ostatne parlamente opice sasovia cele psychopat,1
zverejneny uzitocna aplikacia,0
protest h,0
igor dufam slucka skracuje,1
state spolocnosti nestrpim,1
zacal vladnut prejebal,1
Napiste chraneni gratulujem,0
zas hanbim debila premiera mily matovic hviezda zhasne,1
hlupy ludia,1
dakujem dakujem dakujem zato takom stadiu dufam zacne rozpadavat smeroanarchia,1
gratulacia,0
dochodky neriesili rokov zaujimalo,0
frajer haaaa,0
najlepsie krajinam,0
kreten dobre ovce zaplatenefuj,1
idiot,1
malo noviny kupuje vymysli nebavia nepisu pravdu,0
pan premier velka vdaka celoplosne testovanie,0
verejna dovolenka historia ocenit premyslat,0
prvom rade zobudit chlapce,1
jezis remisovasmiesna uplne,1
pravdu,0
krasne gesto,0
Odrezte hlavu zeny kostola zasiahnut ludi,0
nebol kokota penazi hajzel,1
nerobite proti podate ruky,0
inspiraciou cely svet,0
politici opozicii boja,0
robili lete vasou pandemickou komisiou idiot,1
chce hnup,1
symbol politickej primitivnosti,1
duch svatca jazdis cely,0
kompenzovat stat,0
och boze drzim palce menej dezolatov,0
takych roku slovensku vela muselo vsetkych zatknut,0
mnozstvo svetovych vedcov tvrdi,0
obvolavate lekarov ponukate vyhody makajte makajte europa pozera,0
saso pocmarany,1
,0
vlastizrada trest matovica dozivotie zasa skutok stal,1
poctiva strana,0
nabral takeot hovadiny skole ucili takto nadavat,1
mile nahodou,0
igor odstup nemas,1
Super priatel,0
jebe potrebuje zarobit peniaze,1
prekvapeny,0
mafii krku nevyjdete pravdou von obhajim kydaju sklamal,1
super velka pravda,0
najlepsie,0
smrdi korupciou,1
nulovy equaliser nulove iq,1
remisova hubu poriadnu dobry banan dat,1
netreba velmi prezivat,0
slovensky kovboji miluju bludy klebety,1
super,0
ziju smeti komunistov,1
Dakujem vlade vsetkym zdravotnickym pracovnikom,0
vyrezaval syn vnucku oktobra doma bo mesiac pracuje nemecku pride domov koncom buduceho tyzdna,0
super,0
zmrd stale najvacsi zmrd,1
plus jeden denmne staci hnoj blokujem pokladni ceckata pipka uvodnej strane vizitka serioznosti dennika pardon hnoja,1
velmi talentovany svojom odbore,0
pan premier pride vtipneze urobil hanbu celemu slovensku prvom rade anglictina druhomten prejav hrdy snad niekto potrasie rukou,1
Chcem velke tekvica,0
skorej posledny curak posledny curak dava matkam centov,1
ukludni odid politiky ludia nechcu normalne obzri zasmradil cele slovensko ukludni cakaj nebude dlho precizne spocitane adieu,1
Neustale prechadzaju palce urcite,0
priebehu casoveho obdobia,0
hanbim pan premier,1
nehabite,1
gratulujem system prehnity,0
vymazali,0
zlo vyplodom demonov zlych duchov,1
Priatel zaciatok urceny,0
ludia vojna zachranu navratenie komunistov stbakov znovu moci vojna oslobodeni basy tunelari dobytok opickyludia bdite rozmyslajte,1
ide pohode,0
praca velky zmysel,0
chcem romovia zdarma,0
drzim palce pojdem otestovatnenavidim slovakov vetynemame,1
hej bludar veci schvalit prezidentka,1
p e r,0
kukaj mrsina lezi hanba nevie odpratat,1
obrovsky keket,1
boze prosim zastav svinstvo,1
Test urobil super vybavenu dakujem,0
dajte liecit p matovic,1
dakujeme prajeme pevne zdravie,0
jasne jebnuty slovaci vyskusame vsetkopokusny kralici ovcebohvie kolko penazi zhrabli,1
najprv testy ockovanie dobre premyslene ludi znicit,1
gratulacia,0
bravo,0
strasne stalo nema clovek kus kokota,1
kradnete robite hanbu okolo politiky neslo,1
tchor neviplatil ludi prvej vlny slubujes peniazenase peniaze danovych poplatnitkou svinu voda vrie,1
bohuzial,0
saso pocmarany hybaj plakat vzdaj,1
Velka prezidentka damy ludi zdrave myslenie,0
ide mrtvoli,1
prispevky velmi uzitocne,0
Zlata,0
zastavte cirkusanta matovica bodka,1
volili ludia tetz trpia zasluzia skoda snimi,0
Zda mozne,0
cynicka obluda vytka politicky kapital smrti cloveka,1
skutocny,0
slovensko pokusny kralik cirkus skape zaciatku,1
Zacinam vazny napad,0
Nechame palce prekrizene,0
pohodicke,0
prispevky velmi obohacujuce,0
pravdu,0
minister obrany arogantna svina plaka sledovala vojwnska rozviedka teraz hej,1
,0
Cesi kupi kviz mil,0
chvili velmi pekny,0
mysli hotentot avarovco davno asimilovani slovaniaglupy furt,1
hnus,1
Komentare jedna vec,0
pekna hanba,1
chudacik,1
presne psychosa potrebovali,1
fakt nerobi robil sulik volbami galko,0
prilis vela,0
zapredanec,1
stale bratia sestry,0
takito patria mreze,1
pomaha,0
dobru noc prajem,0
najlepsie Ceskoslovenska lepsieTheo Meciar nenajde Zabudnem,0
fuuuuuj hanba,1
luto slaby smiesny politik,1
drzim palce,0
baze dobrovolnosti nepojdu zrovna nakazeny,0
primitivizmom rozosmial saso,1
kurva hrate absolutne nekompetentna krava,1
peniaze dali testy naliat zdravotnictva dat ludom odmenu prvej linii,0
zomiera strach hlad pan premier,1
fotite prijebany robte,1
nestojim pravdu,0
uzasne gesto,0
nemaju vyber podmienky stanovil,0
Nevzdavaj,0
PPramier verim dokazeme svalmi spolu,0
super ovecky dalej igor dobry baca,1
zostante pozitivni testovanie petrzalka zs turnianska,0
pan pan politike nikto nepresti,1
kktov pokusne zajace barany ovce protestovat cas,1
polozia slovensko kolena,1
dobry hoax,1
pocet testov tychto okresoch,0
nemusim pravdu,0
treba skoncit funkcii premiera vcera neskoro ukoncit vasu karieru,1
dezolatov ide roztrhat hnevu,1
skoda obsadil magor ludia slovenskeho statu niekde inde realite,1
obchode nikto nepcha nosa uzavretiu dojde urobit,0
vsetkych nadrbat dva dni hromadu hodne chuja nemam slov posledny status tvoju osobu krat blokol stale ksicht svieti bloknut nejde odpad,1
kurva viete neinfekcny covid,1
poucili vynutit dobrolovnost,0
kokote matovic dal pravo rozhodovat,1
kkt premier,1
deje,0
matovic se zblaznil dchody nejsou penizeale podporu opozice blorusku penize jsouco slovensky obcanhnus,1
robil,0
kolko nespravne oznacenych nepresnostou testov kolko ludi nakazilo vzhladom hufy ludi postavajucich jednom miestie,0
zavriet kokotlebu smesa odneho nenakazili,1
psi hlas neba nejde,0
ubohost korupcia priamom prenose pripominam,1
konecne presne drzim palce,0
dobrovolne nasilu fuj,1
trocha nepochopil,0
stym testom utriet tvoju postatu rit debil,1
idem oci vyocit,0
truba,1
hanbi,1
psychopat nevie dat,1
krasny uspesny dnicek pan premier pan boh zehnaj,0
urobte najlepsie da zdravie,0
nezabudni strelit hned krajsie zit,1
marian rozkydal davam testne oznamenie matovica obohacovanie okradanie ludi ziadam visetrit odkial tolko penazi rozdavanie slubuje nezmisli nemoze slnit,1
drzim palce,0
Nemas sancu uspiet,1
vitazke blahozelamale pomohla financna pomoc flasa vinaalebo vine zabudne starosti,0
blazon,0
mamina palicami stala rade policajt obehol x iste detmi babatka kocikoch rukach,0
primarka doktorka sucka,1
pokazeny pinocchio jeden normalny lekar nikdy nevyjadroval prezidenta slovenskej lekarskej komory vyjadrila clanku tridsatrocna vychodniarska kefa,1
vobec nestala,0
pani prezidentka zase pomenovala veci pravym menom skvela,0
who konspiracia gratulujem urobili premierakriste pane,1
iginko fakt naozaj jebe nabity energiou spidy gonzales svojej narocnej praci nedas ludom pokoj,1
vyrok zaklada pravde povinne respektovat,0
zivot,0
rada premiera,0
vypnite facebooky cloveku zblaznil,1
Velmi pekna rec Nakoniec zasluzi premieru,0
samozrejme zotrel vlastne zoberiete debatach vzdy zotrie kazdehovidno tituli neziskal plagiatorstvom rozpravat vedel vzdy vedet,0
prisaham narod celkom drbnuty nepozerate zahranicne spravyhejtujete prekladac,1
malo zakona,0
jamkovy petko vidi premierskom kresle naco kazit,0
grcanie,1
Nakoniec zasiahol pravdu,0
nedali vcera asistentov ovela vacsi,0
komediant,1
vdaka bohu reali normalnych ludi fbskvela praca dakujeme,0
tesime pamatneho dna,0
riti kravskej veci rozbijem celu koaliciuoni nechcu chcemekde problem,1
najviac hoaxov siris vlada,1
fotografie nadherne,0
odstuuuuuupurobis najlepsie krajinu zachranis statisice ludi,1
mohlo vyuzit teraz testovani niake referendum alias volby motivacia,0
hajzlanevesticky,1
fuck off,1
super stacilo,0
zaujimalo nedelu ponahlal,0
hamba poslancom,1
den rubrika najlepsi pisatel,0
dobre,0
chlap svojom blogu priznal nadvahu stale pribera skrz problemy dychanim podobnebohuzial covid kombinacii problemami sam covidnezavadzajte ludi,1
fuuu drzim,1
odvolavat vladu politicky bojovat hmmmtak platne prasatu sedlo sam velmi dobre viete,1
uplne satanovej riti,1
ahaaaaa mudrosraci pokope,1
bezvyznamna hadanka hovoria zbytocne zvasty nuz,1
bb ficalo policajti vodili starsich,0
zostante doma,0
chladno,0
hanbite,1
hovado raz dakto zastreli ludia volili fakt hlave prazdno,1
malo vysetrit,0
stekajuce psy,1
treba konecne odvolat dementa,1
vsetkym suhlasim,0
nemaju hlavu patu,1
dalej jar cakaju volby dali obed jednoducho zralok nevedela kaslat super stale cislom,0
klarka meniny bohuzial nemohli dat darcek pusu viete daky ch j zakazal navstevy,1
zmrd dobre sisa nabalil tich testov,1
netrep kokotiny toholekara luto cvicis opicami predcasne volby zratame byvali volic,1
verim,0
laska proste,0
vladne hyenizmus lahsie spravat ignorant rychlo rozsiri,1
tolko primitivov,1
chod dpc degener,1
velmi sexy premier,0
skoda,0
horor slabe slovo,0
coskoro igor pridem rozbijem tlamu,1
jebat cele testy,1
rokov pade komunizmu sasovia nastoluju totalitarny rezim,1
zapredana kopka nestastia nevie robi,1
halo zakaz vychadzania behat neplati vymyslel porusovat akoby premier vsetkych vsetkych,0
uplnu pravdu super bravo pan politik,0
daj poldeci,0
negativny rada prebehlo schvalujem jedno nariadil jedno spravne testovanie zadarmo ludia vobec nebojte zvladutelne odporucam,0
pisanie prvaka,0
takto vidi fb translator,0
jediny schopny,0
uplne zadu niekto jednej fotografii,0
kolko ludi zasa chorych pocasia cenu cenu,0
debili,1
matpvic chod nevracaj,1
moc trapny chudak,1
treba silny vydrzat,0
Dnesne testovanie skoncilo Organizacia skvela Ucast dobra,0
klamete kusok rakusku ziju normalny zivot,1
debil,1
kona rovnakym metrom teraz,0
dakujem dakujem,0
konecne chlapi pochopia kolko stresu,0
zase iste,0
velmi spravne,0
zavriet dochodky nemaju starat bieloruska podporuju majdan,1
gratulujem,0
blazon matovic slovensku nakazenych robis,1
zalez kamsi predviedol dost rokov,1
hlavne monika velke usta fuj jedna nechutna novinarka fuj odpad,1
brdo,0
Cestne dakujem vsetkym,0
prosim nejak zlucte vykopnite konecne tychto neschopakov,1
vynechajte,0
hlavou panidrzim palce celemu smeru,0
pekny,0
hrdinovia prisli rizikom infikuju pozitivnych povinne kaslalo soplilo istych priestoroch zdravi ludia zvedavy kole kolky infikovali,0
buzik jeden hlupy nemas robit hamba,1
Teraz nedostal odpoved otazku clovek pravne vysetrenie,0
patrisnaozaj blazinca,1
robenim niecoho zabijes,1
nechceli fica kazdej strany osieraneho,1
kedy skocite cirkus manipulacie ludi strachom prihara,1
zachodovej diere nasli hegera,1
idem posledny krat obchodu,0
sklamal,1
dokazal styl hodny premiera palec hore,0
nemozte nahodou miesto saskovania vyslovenim nedovery vlade nema sancu prejst,1
nuf nuf,0
terezia stale nedas pokoj stale rypes vlastne stve nemozes pomahat,0
dvaja practe kade lahsie nechceni docvaklo citas komentare,1
ktorom odberovom mieste aspon cast,0
spravil slovakov pokusnych kralikov,1
skoda obsadil magor ludia slovenskeho statu niekde inde realite,1
kolko investujes predtym korunou triasol,0
vlada zberba plna nymandov,1
jebo lesa,1
stacilood marca dostmam pici ruska,1
dobre zasmiala komik,1
jednej pise tuskom druhej ruskom,0
jebe uplne matelko,1
druhe kolo predsa nosne dierky zacipovat treba obojstranne,0
Pan Fico Great pravdepodobne,0
jedna najlepsich socialne orientovanych stran velmi drzim palce,0
primitivizmom znicil cele slovensko,1
hovado,1
znova sklamala podstatne nepovedala nerozumie cele,0
nazory smiech,1
lodi odstupoval viackrat hamba lize zadu,1
preboha prestan kydat chorobne zakerny clovek,1
pristup velmi profesionalny,0
dakujeme pan priemer matovic,0
Dosahujeme oktobra,0
absolutne neospravka,0
neni novinari tupci,1
zradca zradca zostane zradcom,1
prachsproste hnusne vydieranie celeho naroda,1
posral nekompetentnostou neodbornikmi ludia stazuju stupa ego chytrolin vsimli posral zbavit konecne hranola fica jedina moznost odstavit teraz ludia zas radsej volit hranola vidia dosadia nekompetentnych plagiatorskych ludi horsie,1
natiahnut koton hlavu,1
ovecky vzdy dali oklamat,1
sade policajtov volate zavrite matovica konecne,1
ide vyborne,0
sestra cest,0
vzdy ubohy bezzuby arogantny minister zeme okolitych planet heger,1
sediet zlociny,1
hlave dobre kurva,1
opozicia vzdy pravdu,0
zavriet kokotlebu smesa odneho nenakazili,1
vyhrali volby nevzdavajte prosim,1
jebe hlavu zoberies kolko pozitivny test buzerant das euro pozitivny test zdravotny kovy vlada pozitivny test euro,1
furt tliachas naprazdno hubou mesiacov obcania neskonale vdacni navrhujem gastra kultury prestali protest momente platit odvody,1
dobry madar chaos teraz uliciach hlavne paniku,1
zastavte konecne hysterika,1
Aspon uvidia,0
imunitna cvarga zodpovednosti,1
tos vesmirne zakony funguju dokonale nedaju kupit,0
hlavou zeny,0
Pravdepodobne chyba myslim chcel Boris poslat,0
nuz kuvici radov odbornikov vedcov zmysel testovani nevidia vcera zavadzali polopravdami neuplnymi informaciami,1
blokujem,1
nadaval smersd konecnym dsledku byl lepsi sasek matovic,1
odbornikom cudzie jazyky,0
loz loz loz,1
dobre krajine,0
novinari strhnut darovanu kabelu riadne vyplatit,1
prosim konecne svaty pokoj ist divadla,0
vzdialeny najdeny marnou zajazdom volanim vyzve,0
vie niekto zmysluplne odborne vysvetlit,0
velmi dokladny precizny,0
strc palec riti idiot,1
citim tolko negativneho komentara parome nechcete ist test pisat hovadzie maso cital,0
samuraj drb testovanierovno skoro posral namiesto toholen nasla blbeho panaka jedineho celej eu,1
Super organizacia Hazin Circhou isla dobre,0
cisto hra peniaze uchmatnut posledne nejde stat,0
hlupaci tes plat neprisli vakcinacii pridu vela stastia darujem davku prasce,1
nevznikol ceskoslovensko nebolo slovensko,0
znicil d,1
cista pravda,0
prispevky velmi poucne,0
palec hore nasadenie dufam vyjde,0
Slovensku,0
presne vystizne,0
tolky negativizmus sportovec takto brat,0
Dakujeme ponuku,0
Drzim palce,0
debili,1
uspechy zasluzene,0
karma dobehne,1
docentka uk lete varovala viacerych textoch mediach,0
stat linke testovanie,0
rozdiel pan matovic prezidentka vypocula nazory odbornikov laickej verejnosti dospela nazoru nezodpovedne robit zbrkle rozhodnutia strany robit pokusnych kralikov ludi republiky nehrajte teater aki nezodpovedni vlada vasou nekompetentnostou neschopnostou nezodpovedni niekto zdravym rozumom musel povedat nehrate fazulkami ludskymi osudmi komunikacne schopnosti podpriemerne,1
najvacsi hrdinaakurat pana diabla,1
Vynikajuci,0
gratulujem,0
prebehlo super,0
super,0
kokota sprosteho podporuje nicenie republiky postavila muru odkraglovala vodca intergalaktickych idiotov,1
klamar,1
naco tupej sliepke vysvetlujes,1
m izolovane,0
boji general,0
,0
cely svet pozera jebnuty,1
uplne mimo elementu,1
prestante saskovat smiesny sracky prachy neviete treba investovat,1
isla hned rano krku teraz lezkat teple,0
rujnujes ekonomiku,1
blahozelam dokazali super dole klobuk,0
zaciatku tvrdim cele nasiteani vypovede udajnych vrahou nezhodovali obetami bytcele velka fraska,1
urcite tomasova robota,0
zmyzli photoshop,0
banda tragedov,1
cent treba dvakrat otocit,0
klobuk dole pan,0
cize studia hej obcanov statu podhodil pokusne zvierata naozaj diera sveta nacisti radi robili pokusy ludoch nehovori,1
pekny chlapci drzim palce nohach,0
dam testovat ajtak viem kokot,1
trulo,1
mily dobry stav dobra situacia Francuzsku protest proti teroristom casti vojnoveho ramca proti Skutocne uzasne,0
skoda nemoze testovat obvodneho lekara jednoduchsie,0
zehnam pan premier,0
naozaj chce spravit niktos,1
sulik slizsky had jazyku med,1
treba spravit stavbyveduceho tich bytoch slubil postavi,0
hejteri pojdu testy ovcami secko poradecku,1
ludia stoja rade,0
mudrostou argumentami nik nevyrovna,0
uplne dost nechceme,1
verejna dovolenka,0
kokot time,1
najskor urobte,0
konecne zbalis pojebane kufre spakujes dopice daj testovat choru hlavu milionovy biznis nepodporim,1
clovek zvieracej kazajke minimalne,1
hovori testovat neda najmenej dodrzuje pravidla haku odvolanie vlady,1
neviem vzadu dvaja druhej fotke,0
vymazali fakt detinske hlupe,0
netreba fajcit sofera pocas jazdy mafos uchyl chuj,1
hmocistaa karta obrati ocista dookolaa vakcina ruska ameriky,1
doveru spolutodame,0
dement vlastizradca celoplosne verejne testovanie namestiach,1
pozadi plagiatori hlasu,0
zavriet kokot nenakazili,1
dakujeme,0
Radsej nesli krokov otca,0
nebudeme pocuvat odbornikov pocuvat jediny nadherny matelkobudeme nosit handry ksichte,1
Dobry chlap igur,0
ide kade lahsie,0
nasledujuci tyzden testovat,0
trapko hnup obycajny,1
Nikdy poriadne nedosiahnes,1
chod daj testovat debyl jebnuty,1
kedy suis somar sebakritiky sotva dockame,1
