text,label
teraz nepohybuje lekári odborníci zdravotnú starostlivosť,0
super vyšlo tesnebol poriadny stres dali skveeleeee,0
Fe spoločnosť farebné,0
robte osozne slovensko nesedte stále fb ubohost,1
preklinat celou rodinou,1
vyretušovali fotografie škôlkárske,0
vidiet vladu somarov,1
nebude zadarmopredal slovensko,1
videa clanky hodia zastrasovaniu ludi idete cestou diablaa samo dobehne vdaka hanbim nenarodil vyskytol dátum považuješ dátum narodenia,1
Nechaj ísť,0
urcite myslia dobre dementko,1
Povedal finančný darček nové zariadenie,0
Ahoj chcem povedať večer balenia poskytuje výsledky inštitútu existuje vojak policajný dôstojník,0
idiot,1
stracas podu nohami hlupak trnavsky stym ansablom,1
chudák,1
nevieš ústava zákon vyhrazaj ďalej zrejme stoho super pocit,1
vzdaj šašo predurceny uspesne nicit ludske osudy,1
držím palce,0
príspevky veľmi hodnotné,0
najväčší fašizmus diktatúra čias svetovej vojny,1
dobre napísal hňupe,1
nemá nahraté svojej tupej hlavičke,1
ihned zavriet spinu,1
Rovnako,0
bravo,0
počúvajte poriadne,0
najlepší politik,0
posledný križiak bojuje hlavne proti rodovej rovnosti,1
vojne radič,0
robenim niecoho zabijes,1
krízu treba riesit,0
slovensku deje absolutny vrchol vsetkehoje celej vlady zvracanie robite chcete myslite,1
skutočne talentovaný,0
vyborne,0
ďakujeme,0
obdivujem,0
noviny neprekvapia,0
prvej pozadí druhej zrazu fotomontáž och och,0
chod pice kokot chcel okradnut rodiny deti,1
mlčte,1
niekoľkými mesiacmi zasmiali,0
vedec EUI bankové vozíky chybou,0
pooojde pekne hore percentami,0
treba zase voliť inak nevidim kedy predčasne volby,0
tesim narodi,0
pentacka čvarga politických prostitútov radšej rieši globsec,1
fakt dofetovaný psychopat,1
klamstvá horší kedy stou nemám pekného slová zaprasila celú európu teroristickým morom všetkom rozpraval migrantoch prijímať skončí corona,1
test vikend zabudnut,0
Pomenujte skvele,0
jebe matovicchytit kokota dobit palicoustrcit riti otestovat pruznost hrubeho creva,1
zdravotnici seru,1
super,0
nepatríte vlády psychiatriu,1
nechali ojebať chybu nespravíme,1
krásne zreteľne srdca napísané slová,0
Pani prezidentka poriadku,0
rozdiel matelom statnik verzus saso,1
nikdy neodolate pokuseniu rozostvavat ludi zivit konfrontaciu nestacilo podakovat zakazdym niekoho navazat robi maloformatoveho populistu takto nikdy nebudete statnik,1
riadení liberasti cielene účelom likvidácie slovenskej štátnosti sociálne nepokoje,1
traja kokoti,1
,0
správne raz správne,0
šašo ozaj,1
Stav lekárom hodinách úplného testu znova vytiahnite,0
exkrement,1
Lepší minister,0
pekne gesto dokážete využiť reklamu otkundes chcela vedieť grázla,1
debilina,1
zvolajte psychiatrov vysetria,1
Opraviť,0
zalozena nanovo,0
zas odbornikov plna prdel okolo jeden klavesnicovich odbojarov nevedia kritizovat mudry nepocul jeden navrh nejak inak vyriesit sup navrhmi robit mudrlanti,1
blázna zbaviť vtedy mohli ROZMYSLAJTE,1
zhor pekle jedno matelkovské hovädo,1
celá rodina teste šťastní radi pomáhame dobré,0
scifi film ostrov dr moreaua silný pocit svete reálne chodí zopár takých šialencov,1
postavte ludi navrhnite konkretne podrobne riesenia situacii,0
hlavne fb zbierali laiky,0
darmo týka odbornosti klobúk dole vyzná,0
šikovný personál prichystané dôjsť reštaurácie obslúžiť minút dokáže chuck noris banda zapredana matelko vých dotácií pan fico prosím zastavte matelkove šialenstvo zachviľu druhý absduristan,1
istí,0
zvieratkach tyranych krajine nechce citat nezaujima date cloveka bloku tfuj,1
najlepšia dcéra,0
telách ide vlastné,0
skrátka vševed,0
Milujem humor vždy baví Išiel,0
choré nebezpečné stalin hitler postupovali,1
Išiel okamžite ráno preč krku negatívne,0
pekny žijeme slovenku francuzku d fešak,0
naj zatknu zloduch frajer dal zakaz krvne testy špino šak testy testovať piču nejdem nedam ohrozit zdravotny stav šmejdy hod kontajnera zdravy človek ide pozitivny vyjde zloduch,1
skoré uzdravenie držím palce,0
fakt sila,0
nestihol čas,0
pan premier dakujem rodicov rodinu robite ludii nesedite zalizenymi rukami uzasny premier dobrym srdcom nenechajte zobrat vietor plachiet timi nevefia zmierit nemaju plnit depozitne schranky slepi volici,1
opozícií jedného politika,0
hej začnite pozerať,0
mohli namiesto p matovič volať hitler,1
certifikát testovaní ísť príkladom zverejni kokotko,1
Osobne myslím,0
dementori,1
presná,0
najlepší status pol roka,0
najlepšie prajem klarke meninám,0
Milujem tvoju energiu prístup,0
hahaha iq najviac chyba parlamente inak nenakupili nekvalitne testy dementi,1
Dúfajme tipy hodiny ľudia vracajú idú domov,0
dobre nakradli živaňe,1
Igor Matovic koľko testov vykonalo celkom daní DK danom dni,0
chory hlavu padom,1
raz jedna strana kyda druha opačneto chudákov ľudí sk nezaujíma zmrdi,1
saso,1
ludia hyeny normalna vacsina pracu zdravotnikov,1
ľúto zomrel,0
robte kecate nedeje,1
nakoniec vyzerá vládou šírený hoax xoxo,1
gb testy robia sami doma vysledok príde sms overené hosťa,0
Veliteľ armády odišiel zápasom,0
ďakujeme pán premiér,0
top argumentácia,0
Ďakujeme držte palce bojovali proti plogiatorom,0
držíme palce,0
presne napisane,0
odišiel hviezdach,0
JEBAT HLAVY BUZERANTI,1
kvôli statusom správaniu premiéra hanbím slovenka,1
doporučujem naštudovať zvládnete pomoci kamarátok,0
bardejova nechoď dostaneš takovu čuni Bohumile,1
nepripraveny sajrajt lepsi,1
najskôr zdraví trvalých následkov veľa síl prajem,0
lenivý neschopný,1
volili zodpovedný nastolenie fašizmu slovenskuvy zodpovedný vedeli podporujete,1
najlepšie klárke iste vie,0
urobiť Necháme palce prekrížené,0
veľmi odhodlaný pracovitý,0
pripravený príspevok zachytených dosť pomohlo tri dni testovania myslim,0
dnesnej dobe pozera joj markizu atd radia bulvar kupuje noviny veri hlupacik numero,1
chory človek more naozaj kkt,1
zdá ozaj jebe,1
dobre bojujete nasprajem pevne zdravie veľa optimizmu,0
sasov trtko,1
zjavne vlade fetujete,1
doktorka da vypoved psychopat chod dar zavriet zase wiedne,1
veci,0
skratka plus deň rit,1
dobrý materiál vybavil,0
zdá hranicou znesitelnosti,0
nasmerovany ohlasia vedeli ísť,0
drzim palce vzdy drzal palce najjjjj,0
aspoň ľudia okresoch vidia,0
chudak vodič druheho auta teraz prežije,0
krajine nemajú takýchto ľudí,0
skvelú schopnosť motivovať ostatných,0
nono ojebávať nesmie,1
kôli chrípke robiť opatrenia slovensko rozjebeš,1
idete vytvorit ekonomicku genocidu pan nulove eq,1
Prekvapivo uznaní zahraničí,0
číne skúsenosti určite náležite odmenili,0
zabudli administratívnych pracovníkov,0
chorý človek patrí psychiatrické oddelenie,1
vidierači obyčajní kkt,1
Úspešne zorganizovali Išli dobrovoľne,0
zvedavy vackov potiahnes rodiny zabijas smrad skurveny,1
bastard,1
super krásne prebieha,0
Super Napriek nepriateľom pochybnostiam,0
rozdiel SK,0
Páči syn,0
Ocino pravdepodobne hľadí stave náklad celá železnica,0
aspon ľudia ďakujú,0
chuj chuj chuj nemá logiku blbec vedieť,1
kritika povinného očkovania oplatila šeliga tv potvrdil,0
veľmi inšpiratívna osoba,0
dúfam čoskoro skončíš leopoldove,1
jenu fotografiu zverejnil erik tomas druhu peter pelegriny,0
pripada timur txy takom vytrzeni tojo tesstovaniajak keby splnil davny sen prvy krat pamelou andersonco vyvesenu dverachsi musel rano postelne pradlo menit,1
zatial spravne testy,0
prestaňte urážať voliča sloboda solidarita dávate rovnakú úroveň fasistami vobec urážať nadávať občanom,1
Blahoželanie,0
matelko pojebany zase volno,1
potkan,1
achkedy perum udrie,1
nezastavilavysrala slovensky narod,1
buďme zodpovední dodržujme opatrenia vírus hranice nepozná,0
slúžite satanovi,1
zdravotnikov veselo jebalo,1
myslel väčší chuj nebudešale pokazil tosikaždým dňom,1
karma dobehne igor neboj,1
ludia,0
radi,0
zase vyhrážanie zastrašovanie ludi,1
hlavne demagog manipulujes ludmi dennej baze robi dobre dusevnu poruchu vzrusuje,1
choď riti,1
dnešný deň štátnym sviatkom predsa história treba vážiť pripomínať,0
vyfasuje uniformu boris,0
takto choroba,0
príspevky veľmi hodnotné,0
samé kapacity,0
cista sikana obmedzovanie ludskych prav,1
blahoželám napísať,0
obvodny lekari nemaju náhodou priznaky chory existuje testovacia komora ist ph urci cas den,0
kokotiny,1
podporujem,0
rozumny politik rokov pozicie neboli problemi teraz pol roka,0
pan fico super remisova bodov sliepka,1
vyjde držím palce,0
stále poukazovať škandály terajšej mafianskozlodejskoklamarskej vlády konečne vzniknúť pravdivá verejno právna televízia,1
pomôže vyhnať lopatami vidlaminajbližšie uzákonia,0
gratulujem,0
idiot,1
fičíš,1
ďakujem srdca všetkým,0
dobre,0
najdebilnekší premier,1
hm velmi velavravne,0
štyri rodinné deti testoch poriadku Ďakujem,0
Lekári odborníci opúšťajú Nechajú peklo,0
odrbvid video nizsie,1
predvolebne sluby vyhral klamstvom,1
Teraz zaznamenáva veľa stavu,0
zebrak nenazrany skurveny,1
perfektní,0
naozaj nekompetentný,1
dobrý večer myslím,0
všetkých najlepších veľa energie skvelá,0
Neverím oči,0
veľmi múdre slova hovorí chce chce pán politik pozeral videá minulosti reprezentoval slovensko premiér vysoko úrovnia vážený politikmi všetkých krajinach eú,0
trápny fotkami,1
matovič šašo diletant neboj kráti,1
ľudia majte trochu súdnosti monštrum nazvať premiérom,1
psychopat suma testy,1
zase chcete nabaliť,1
primitiv smiať,1
raz odjebem psychopat,1
hovorila lete virus takmer porazeny,0
koľko nakazilo,0
zvládneme slobodu slovenska,0
pinochet,1
koľko mudrcov kuvikať ohovárať premiéra,1
správna odpoveď,0
dnešným narodeninám prajem veľa zdravia úspechov,0
čakali hodiny nikomu nevadilo ľudia pekne rozprávali,0
odstup debilko,1
zas odbornikov plna prdl okolo jeden klavesnicovich odbojarov nevedia kritizovat mudry nepocul jeden navrh nejak inak vyriesit sup navrhmi robit mudrlanti,1
vynikajúco spracované,0
počas volieb bojnické kúpele vlastnú volebnú miestnosť,0
divne čítam komentáre vsetkych statusoch všade same nadávky najrelevantmejsich komentoch,0
štát riadi človek rakúsku lieči nemá hlave poriadku vyzerá celé slovensko,1
stefanik nanho zazera,1
poriadok,0
buzeruje není dobre,1
smutné pravdivé,0
trapnučké,1
posadnuty testamio nasdaj verejne blazen,1
zase trepes,1
mislim us cas abi ludy zacaly rozmislat ist ulic vyhodit hovada,1
inak kašlal,1
Ďakujeme jednu pol hodiny čakania výsledky rade,0
argument minulý týždeň testovali skoro všetkých,0
och trapny,1
pracovníkom reštaurácie držím palce vámmám novinárov obrázok,0
majko nehnevaj furt pridem fb pises kkt zena ucitelka dohodnem doucovani skoncil t vsety komenty koncia vies rad rad pomozem,1
kozmickom skafandri ist dodrziavate hygienicke predpisy ludom doniesli figu borovu,1
virolog klempa nepresne vyjadril,1
Rovnako bi akfins forma,0
boha maloverní,1
poprosím používajte slovenské slová,0
vďaka,0
predsedu vlády dohodu parlamente Rakúsko členom NATO,0
vakcinu pichli hlavy laparoskopicky zurke zaspal niekde lavicke parku,1
raz kolaborantstvo zradu sudeny,1
príspevky veľmi motivačné,0
super jedinečný rozumný politik slovensko potrebuje,0
vyborne povedane malokto vidi pozadie buducnosti,0
dúfame dokážeme konečne zbalíš pojebané kufre spakuješ dopiče daj testovať chorú hlavu,1
Krásny úspešný deň pán premiér Boh žehná,0
poradim zbalte neuvazene kroky spochybnovanie osob rozumu chodte chodte kdesi velmi daleko nehajte sak neni kompletny,1
Stále šťastie,0
Pôjdem práce inak nebudem ísť,0
stekajúce psy,1
vojaci rešpekt zdravotníci policajti atď,0
skvelý talent písanie,0
Dokonca Maďarsko pomáha lekárskym odborníkom,0
napísať skutočne chorý človek,1
takto robí čína,0
fandím,0
kotkodackasliepicka sympatickejsia vymleta osoba,1
matovič pizdravotnikov kupovať ľuďom vyhrážať,1
super,0
prislo,0
veľmi nadaný,0
diktatorko,1
Prešli,0
veľmi empatický človek,0
čokoľko vážne chorých behá svete dôkazom vážne chorí,1
pán d d,0
súhlasím,0
chorý človek,1
dobre povedané,0
Vlastne Identifikujte,0
trefne humor,0
trapko,1
pojdete radu tribunal,1
presne vôľa cesta treba skúsiť,0
ús potvrdil núdzový stav súlade ústavou cieĺ zničiť slovensko matel hádže špinu šulina pokrachuje kvantum firiem treba odbormi,1
presne existuje spôsob vyskúšať,0
nemá nahraté svojej tupej hlavičke,1
igor celou silou chceš donútiť zámienkou dobrovoľnosti dúfam,1
boh ochraňuj viete vyslovil niekto zastaviť idiota ukázať cestu odkiaľ prišiel poslať piči,1
vidiet vladu somarov,1
fašistická banda sumite vidí položiť otázku,1
,0
Milujem najlepšie raz raz rovnováha správna,0
pán premiér divím stále,1
dobré čechách viacej dojebali nenosili rúška,1
živnostníci žijú podnájme materská nepomôže rodina žila,0
sak karma dobehne radosť nešťastia pes pojebany čudujem nikto nekopol papuli skrýváš ochranku ináč slovenský občania roslapali pes špinavý hamba rodina hanbiť,1
neskutočné,0
Dobre držíš prsty tvár nohách,0
odvahu zjesť d,0
dokedy nechate klamat terorizovat celu krajinu teraz rukojemnikmi slobodnej krajine,1
Chcem camuisti proti Matovičovi Fico Kotba obávate prémiu prezidenta dať celému svetu celý svetLudia nevidí,0
Prevažná väčšina nesúhlasí názor,0
nepokazte,0
Krásny,0
skvelý zmysel humor,0
nevnímam trúbenie ústup výzva obozretnosti netreba hneď jesitny držím palce inak vyjde,0
dovybavoval chumaj,1
Malo mnohých miestach,0
podlpatil zastrasil ustavnych sudcov chora doba,1
pmatovič roku volil skončite ojebavaním naroda,1
cele riadite duch svaty,0
rúško noc ok,0
štát súdom moikas spôsobili,0
dlhe roky jedinou najdolezitejsou agendou pravicovych impotentov novej kindervlady medii drzime palce vydrzalo pekne dlho,0
treba matovica kollára zavrieť basy,1
fuuuuj,1
idiot priamom prenose videla,1
Test zrušený Občania rozdrvení,0
debilllll,1
,0
pani rozumné nepočula samé slniečkárske kydy,1
amatér skončí lochu,1
cele kurva znamenat diktaturu stat nezazil,1
veľmi smutné vláda robí,0
hlavne slúži zdravie,0
gratulujem,0
Ľudia stále muži možné zvládnuť neuvidíte správnu vďačnosť zaslúžite dostali Slovensko ďakujem,0
neporazilo rokom,1
čakáte rozkradac vlády,1
riadne vymletý ľudia slovensku,1
jedno nemal ludskeho hladiska spravajme ludia trochu empatie storoci nezaskodi poviete,0
ďakujem,0
piče dement,1
trnavský nacista fašista uvedomujes vlastne,1
cest lekarom,0
nepretrcaj,1
zvedavý igor koľko percent skončí psychiatrii,1
robíte opozičnú politiku bande podvodnikov kocnerovych služobnikov podporiť kšeft testovanie slovenska matovič nuka demisiu neúspech testovania,1
uboziak,1
picovina maďari krútia hlavou nechápu kkota premiéra,1
veľkým srdcom mysli slabších rodinách najkrajšie robí veľkého veľkého politika dobrým srdcom,0
hyena,1
idiot keby ludi nezahnal uzkych,1
matovič nemusím teraz držím palce,0
hovao vyhrazkami prinútil ísť testovať,1
rozprava kollar chova,1
najpredavanejsie tricko odhadujem,0
hreje srdci,0
prosím pánhlavný,0
ďakujeme požehnaný čas,0
kurva matovic nevyjadruj daj pokoj ludom ego,1
niekto papá trápny lacný politický fb marketing,1
zlodej skurveny,1
vie niekto flašku šampanského,0
fakt nevie,0
dement skurveny,1
skoda video nevidel skor hned zapojil sutaze povedat niekto zabuda historiu zabuda odkial vysiel odbehli zabudli teraz stoja mrzi velmi nedokazali pockat snem mrzi peru spinave pradlo mediah popularni,0
vždy zastával cenu hádky najbližšími známymi vravelvsetci hrabali keby,0
Vieš zmeškal vlajky Slavie Slavakia neunikne,0
múdry človek,0
všade peniaze točí otom,0
nezodral tolkej roboty,1
treba spojit opatrenia vydala vlada tykaju vsetkych,0
nezúčastním psal nechám možnosť potrebujú kvôli nedostatku personálu zodpovedný občan,0
sedel oslavoval narodenia rodinou zlom nevideli človek nárok súkromie držím palce,0
ďakujem informáciu teraz presne viem testovať nepôjdem presne záleží zdraví prepáčte sebectvo rodičov prvom rade ľuďoch radšej zaplatím súkromne momente absolútne nezaujíma vymyslel dôvodpretože nemocnici infekčnom oddelení deň otvorených dverí ugrilovať,1
manželka krásnu skúsenosť t michale vojak konajúci službu môjmu r synovi milotou dobrosrdečnosťou pomohol prekonať stres strach čaká obdaroval cukríkom ďakujeme,0
nehanbíte,1
verím nikto nechce kôži vlády ľud desaťročia schopný zvoliť mečiara fica potrebuje času pár vecí pochopil nepomáhajú všadeprítomné liberálne noviny azda nižšej úrovni,0
urobili smere zaujali,0
maďarsko pomoze zdravotnikmi,0
načo radí druhé ľudia nechcú nové zákony,0
držíme palce skôr zdraví,0
choď materinej piče nevracaj,1
pravda,0
teraz oceniť,0
prekvapený,0
pan priemier poslite motivujte statne testovanie sami pcr testoch stvrtku vyhodnotenie citlivosti antigenovych testov praxi teoretizovanie usoesnosti letaky vyrobcov,0
poviem zobrať test spraviť výter spodného nosa nosíš slipoch,1
najdolezitejsie posolstvo zostal zachovaný fungujúci hospodársky cyklus,0
Neverím čítal,0
takto vyzerať politik vie hovorí prehľad,0
respect,0
nezveril ruky auto ovládanie vlak štátty hajzel vyjebaný zapredanýuž vie deje visieť vlastizradu,1
stále nezdochol,1
poriadne dopletenýzmeniť liekyčim skôr,1
božééé,0
novinári nenormálni,1
robte,0
hanba slovakom,1
cele kurva znamenat diktaturu stat nezazil,1
funguje Držte palce,0
chlapci kolko ulejeme hodila nova vilka,1
juj vyteseny šašo,1
skôr vycapíš fb skontroluj dáš väčšieho hlupáka mysleli,1
príspevky veľmi inšpiratívne,0
clovek vlastny nazor idiot super ludia,1
konečne lekár vziať parády pozrieť hlavu bratislave ústav takých dobre psychiatriu,1
bieloruská nasipsl milióny slovákov sereš hamba odporné,1
celé jedna veľká fraška brať riadny matroš,1
infekčných,1
picovina,1
ostrazity kkt,1
všade samý neger dnešnej dobe,1
dobrovoľné,0
skvel ďakujem,0
hanbím šaška plagiátora,1
mega klamar podvodnik vzdy mrtvoly,1
idem koli práci inak nešla,0
sobotu,0
psichopat daj odjebat stoho postu ministra nikdo nikdy nedokázal zrovnať slovensko chudoby otroctva,1
trápne,1
dvojmetrový rozostup vládu neplatí,1
aspoň raz pocula pravdu,0
dakujeme,0
premiéra,0
skvelý talent tvorenie,0
výborný premier zmyslom humor humor druhom odvahy,0
odkedy mozne vsetkom niekomu nezhnusil,1
kokot treba zatvoriť klietky vyhnat slovenska kokot jeden trnavy,1
riešenia vždy inovatívne,0
da kompletny lockdown saskovanie sikanovanie sak nieje normalne vystrajaju,1
Prsty prešli,0
idioti nemyslite predu,1
prepacte otázku nemohli robit odbery krvou slinami povedane,0
raz odjebem psychopat,1
trapko,1
gratulujem vítazke,0
Dobrovoľné dobrovoľne nezasiahli Facebooku,0
blazon trnavsky konecne odstup,1
dokážete anomálii normálny profesionálny rozvážny komplet zmotaní,0
hanbiť otca blbca,1
ocenujem odhodlanie ist akcie,0
zavriet kokotlebu smesa odneho nenakazili,1
chcel vidiet detailne hodiny vzadu fotkach,0
jebo lesa borovej,1
nerob poseres vie celé slovensko,1
nasiel vinnika obete bastard,1
poslanci nezodpovední pozitivni,1
ďakujem daka užívať voľno neplatené jedno aspon oddychnem načerpám silu nezmyselnej karantene vrátil práce makal,0
prajeme vela zdravia sil,0
igor čas ísť psychiatru dristas vyhrazas kade nervy ľudia dosť obyčajný idiot,1
chcel ist testovať byvam nejak x volali nikdy nedohodol dost zdravotnikov testovanie,0
nedeľnú debatu počuvala držím palce musela zasmiať,0
dement dáš lock down daj liečiť psychopat zakomplexovaný zdravý človek,1
trapko jeden,1
naozaj pekný,0
zasnem nema konca kraja druhej strane pisali,0
držím palce veľa,0
obyčajný občan číta psychologicke kokotiny pustas éteru,1
psychopat suma testy,1
veľký rečník činov,1
fajn pomôže neobmedzenej migrácii okresmi slovensku dokonca migrácii čr,0
členov mafie,1
podvod nema obdobu,1
keby rozmýšľali pomôcť ľuďom vypisovať hlúposti ľudia prišli prácu,1
najlepšia prevencia starého človeka dostatočný prísun vitamínov,0
Neznášam robíš,1
Hadam nedostane sudcov Taliansku režisér zasiahne posledný,0
,0
skoro cvrkla dal pána igor,1
klamár,1
obyčajný hajzel,1
matovič úplne úbohý človek,1
pokoj duši,0
pekny francuzsko,0
super zorganizované,0
igor ozaj rúčka parazólatakže test negatívny behať týka výnimiek orave covid roznášať potencionálnych roznášačov antigenové testy nezachytili dosť proste igor bážintebe najlepšie keby osadený chodníku slávy ľudia mohli šliapať,1
presne vystihnuté výborné,0
hnus,1
bravooo,0
preč neodbornou materskou vladov,1
kedy naka zaklope matovicovcom,1
pochvalu dostanete najbližších voľbách,0
Neviem niekto počúva,1
vedia,0
vie niekto predstaviť,0
angela ináč bycigeľ neoprelaale poslúžiť jak pajác vieš,1
ideme ďalej bojujeme pliagou lepšie,1
smer predna slovensku smeracky covidu fašistou robotou,0
next time blazinci,1
prvy odstavec mohli odpustit,1
jednoducho poškodeným stačí podať štát trestné oznámenie odškodnenie štát zlyhal,0
keby hlupost demencia kvitli rajská záhrada prava ruka nevie robí ľavá,1
čítaní komentárov človek neveril,0
ďakujeme,0
chcem takeeeeeee,0
kdo zúčastniť nechce zmrde,1
pripájam gratulantom,0
nemozu dss testovat rodinnych prislusnikov,0
robis picu kkt,1
dobrej ceste,0
fico strach dostane dostat,1
treba zajtra ísť ulíc najviac vláda bojí davu ľud urobí veľmi veľa chce nebojí väčšinou ľudia načo ni nezmení doma druhý bije takto,0
veľmi zlá falošná vláda,1
pohode behom hodinky čakaním vybavení členovia rodinky ďakujeme,0
nacisto jebnuty kokot,1
Rakúsko vie vojakoch pán pán Travic,0
zobud prestan brat drogy,1
nedovolím deťom dat otestovať,0
Išiel ráno krku negatívny Teraz vyliezť,0
kukni pravdu trtko,1
ustipacny jesitny kokot ospravedlni hned neguje vymyslenymi bludmi,1
fakt dobre citanicko učíš kradnúť hlupak,1
pán premiérv y t e f c e b y m n kvy nudíte celý deň deň fbdajte pokoj aspoň dni vydržte fbkoneeeecfakt maniak,1
česť všetkým,0
patrí ďakujem pekne,0
iq eq globsecu nadpriemer,1
držím palce,0
debil pil,1
debil sprostýtak nestraší starších ľudí zakáže médiám vôbec desiť ľudí hraje neviem právomocia nemyslím chcú slobodne dýchať,1
robíte,0
choď pizdy boha nevracaj,1
somar sprosty,1
nr sr nepozná d dáno,0
islo masle,0
fašista,1
svetový mier,0
krásneho syna,0
psychopat bodaj robil gastre nemal jesť premiér zatvorí robotu sociálka výplati dva mesiace geňo,1
Gratulujeme teším,0
trnavský nacista fašista uvedomujes vlastne,1
niesu nahodov bludari,1
nedokazeme nedame testovat urcite,1
nemajú vlastný názor radšej pokapete uznali naozaj inak nedá ozaj chcete jak česi stavať poľné nemocnice dostávať jedlo prídel ozvaj jbe plačete teraz kultúru kolky chodili divadla pravidelne uvedomte rozprávateps keby niekto piovali,1
veľmi lave sľúbil,0
hanbim nasu vladu ideme hrat nedospel,1
Klobúk Rakúšanov väčší zmysel,0
spolu dáme jednota,0
neskutocni hlupaci,1
skutočne blázon vykladá nahrávke nezmysly šialeného,1
presne potreboval počuť,0
snažíte silou mocou urobiť horšie riešenie teraz čas experimenty nevypočujete vedcov,0
hlavne chorou hlavou,1
furt vyhrazate robíte hambu svete keby gule nemáte,1
príspevok skutočne hodnotný,0
pozrite prekladateľ FB,0
Nezaujímalo priniesol vlastný kôš bavlnenou vlnouKeď trvalých dám nose pracovníkmi mimoškolských miestach,0
robert vymazali pozadia fotky,0
cesta slobode začína predčasnými voľbami,1
hasičov absolútne bezdovnivé spustenie úplne,0
riadny dement,1
strkaj odomna,1
fotka hovorí p boh nebudeš bohov okrem klanal jak picino sedíš,1
,0
ľudia dôležitý,0
chudák,1
držím palce pán premiér spoločnými silami zvládneme prezentujú fb,0
fico normalny clovek vie narod potrebuje,1
expert lvl koňskej vocas,1
Bravo pani,0
ťažko trnavske hovädo,1
akoľvek hráte špinavú hru vedome pán premiér stojím chcete povedať,1
niečím bojoval šéf Piánko slovník nenájde ľudí,0
prosim takto určite,1
duševné pobludeny vyraz,1
jar kráľom,0
fašista psychopat,1
potrebne uvedomit,0
pravdu chlapec,0
lekár lekár,0
fakt nebuď sračka správaj chlap prevezmi zodpovednost,1
remix ide den najoblubenejsia pesnicka syna dokonca prekonala fihy bum bac,0
testovanie fakt super zorganizované,0
klanajte modla ovce hlupe,1
povie niekto ch volil,0
začínam vážne tušenie,0
presne hovoríte pravdu,0
idz pice,1
uži hlupák,1
akoby slepý hluchý fakt nerozumiem nemáte hanbi svedomia,1
veľká pravda,0
lipšic basy,1
satani ľudskej koži,1
najlepšie dcéry múdri vieme robíte,0
nezaslúžite titul pán premiérste jeden úbohý človek,1
pozri jebka vyjednavat dosiel kukaj,1
pracuje nestíhajú fotku hromadnú mobilu igorovi vydá hľadajú dobrovolnici rad fotím zdrzujem,0
igorko trnavsky otkundes caka zodpovedat zlodejiny spina fasisticka,1
opici kral,1
krasne napisane,0
zlé volič nepočujete ľudí,0
krásne gesto ľudí česť,0
šialenstvo hambím,1
vseobimajuce dristy,1
magor pozri očí,1
debil testovat nedam,1
držíme palce robíte dobre,0
kkt premier,1
chcem najlepšie slnečnom mene,0
chory clovek,1
výborne výborný politik držíme palce,0
Mnoho ľudí ide kvôli robota,0
hmm uvidi tyzdnoch obavam,0
zas kydať,1
banda nevzdelana ide proti obcanom prveho dna chaosu,1
bezdomovci chystaju testovat viackrat nebudu pozitivny test dovod karantena dni teple jedlu zdarma relaxu teplej sprche novemu obleceniu celkovemu vegetu obsluhou dni pospinkaju nik nebude rano vyhanat pracou utulkoch jedlo dostanu krat denne cize zmena oproti utulkom,1
matovič kokot nevie rozmýšľať,1
dať otestovať celkom fajin testy škoda není kvalitnejšie,0
Pravdepodobne vidím menšie postavy zázrak,0
nehanbíte obmedziť ľudom zdravotnú starostlivosť,1
veľká vďaka všetkým,0
Pripojím,0
super,0
chod navštíviť psychiatra vieš rovno ostan aspoň mesiac dva tri preliečenie,1
úprimne zaujímalo analýzy viedli odhadu,0
neskutočné,0
proti psychopatovi matelkovi nepodniknetenaco čakáte,1
vypisovat kootiny facebook stihne vzdy,1
skok reči práca nevie jednotka skákania reči spravila prospech občanov neviem,1
prajem krásne meninky,0
nerobte naschvali bludári prezidentom kameňom chlebom,1
presne boris,1
ubohe,1
zacal vladnut prejebal,1
obrázky nepochádzajú dňa,0
dokázali pripravenosť,0
dedina super starosta,0
keby romantická večera,0
serem nahubok,1
boze kreatura sprosta,1
Písať dobre,0
robili vsekto funguje dodnes miestach instituciach vyhraj volby,0
najprv označí vedcov mudrlantov ľuďom vyhráža,1
ktorom jazyku,0
nenapadnete rozpravat poslanci,0
točíš kolotoč kýveš rytmu,1
hmočistaa karta obráti očista dookolaa vakcina ruska ameriky,1
smer bieleho koňa vytvoril vlastnú stranu psychopata,1
pozitívny doma niekto idiotizmus nedostal sračky danko nevymyslel,1
scifi film ostrov dr moreaua silný pocit svete reálne chodí zopár takých šialencov,1
padne sasko inak čaká dobrovoľne očkovanie,1
pani rozumné nepočula samé slniečkárske kydy,1
verim vsetkom hned zdravotnikov nemocnice nezabudne,0
urobíte vyhodíte klobúk dole,0
potrebujeme silnú opozíciu,0
drzim palce zdravym dakujeme,0
užasné voľačo niekto vyhral nestiham citat komentare,0
konecne niekto povedal nahlas podnikatelia pravo hromadne zazalovat stat usly zisk state studoval naozaj pravo robert fico vratte diplomy fakt doteraz nevsimlipan fico otvarajte narodu oci,1
dalej,0
robiť prieky koaličným partnerom riesit odkazy sociálne siete média nechutné detinské naučiť vládnuť zatiaľ chaos chaos,1
myslim ludia zatial zvladaju uspesnost testovania ludia slovaci keby davali presnejsie informacii nervov jeden obcan,0
